koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2
8.07394097,136.420718,2454969.421,0.0,0.0,0.586,3.836,0.0,501.5,0.023843,0.791455,2.62,0.07555,88.02,933.0,180.465,12.99,0.0,0.0,0.2711
