pl_orbper,st_rad,sy_dist,sy_vmag,sy_jmag,sy_gaiamag,is_exoplanet
4.61228,0.459539,110.561,15.523,12.037,14.5451,1
4.61244,0.256,110.561,15.523,12.037,14.5451,1
4.6122,0.256,110.561,15.523,12.037,14.5451,1
1.095962,0.318,86.0386,14.162,10.933,13.3216,1
1.096026,0.318,86.0386,14.162,10.933,13.3216,1
1.095979,0.535057,86.0386,14.162,10.933,13.3216,1
18.4474,0.468,82.9631,15.86,12.451,14.8665,1
18.44883,0.25,82.9631,15.86,12.451,14.8665,1
18.448653,0.52,82.9631,15.86,12.451,14.8665,1
18.44951,0.468,82.9631,15.86,12.451,14.8665,1
18.4498,0.31,82.9631,15.86,12.451,14.8665,1
13.71468745,0.650887,134.188,13.707,11.168,13.2292,1
13.734907,0.634754,134.188,13.707,11.168,13.2292,1
13.7311,0.494,134.188,13.707,11.168,13.2292,1
13.733314,0.619,134.188,13.707,11.168,13.2292,1
13.73288,0.646,134.188,13.707,11.168,13.2292,1
2.90022,0.646,134.188,13.707,11.168,13.2292,1
2.900706,0.634754,134.188,13.707,11.168,13.2292,1
2.90032,0.494,134.188,13.707,11.168,13.2292,1
1.41929871,0.361559,62.5785,15.622,11.433,14.3219,1
1.419604,0.32067,62.5785,15.622,11.433,14.3219,1
1.419714,0.284,62.5785,15.622,11.433,14.3219,1
1.419549,0.284,62.5785,15.622,11.433,14.3219,1
0.701818,,481.573,12.484,10.666,12.2109,0
10.134016,0.42,179.854,17.236,13.312,16.0836,1
10.13389,0.402,179.854,17.236,13.312,16.0836,1
10.134279,0.43,179.854,17.236,13.312,16.0836,1
10.1338,0.414978,179.854,17.236,13.312,16.0836,1
10.135091,0.44,179.854,17.236,13.312,16.0836,1
10.134231,0.226,179.854,17.236,13.312,16.0836,1
10.1346454,0.4,179.854,17.236,13.312,16.0836,1
10.13446,0.226,179.854,17.236,13.312,16.0836,1
8.406,4.70881,878.43,12.486,10.694,12.3059,1
8.405276,2.949151,878.43,12.486,10.694,12.3059,1
,4.2,878.43,12.486,10.694,12.3059,1
8.4071591,4.71,878.43,12.486,10.694,12.3059,1
8.406726,4.47,878.43,12.486,10.694,12.3059,1
8.4061,4.2,878.43,12.486,10.694,12.3059,1
8.40685,4.09,878.43,12.486,10.694,12.3059,1
8.407115,4.14,878.43,12.486,10.694,12.3059,1
8.406951,4.79,878.43,12.486,10.694,12.3059,1
8.4061,4.2,878.43,12.486,10.694,12.3059,1
10.13682,1.37,518.625,12.216,11.124,12.0398,1
10.13675,1.311,518.625,12.216,11.124,12.0398,1
10.136796,1.5082,518.625,12.216,11.124,12.0398,1
10.13693,1.565,518.625,12.216,11.124,12.0398,1
10.13892836,1.50696,518.625,12.216,11.124,12.0398,1
10.136527,1.39,518.625,12.216,11.124,12.0398,1
10.136448,1.57,518.625,12.216,11.124,12.0398,1
10.1367283,1.51,518.625,12.216,11.124,12.0398,1
10.1367349,1.518,518.625,12.216,11.124,12.0398,1
10.136,1.50696,518.625,12.216,11.124,12.0398,1
18.24841,2.71,519.229,11.149,10.024,10.9485,1
18.25,2.73115,519.229,11.149,10.024,10.9485,1
18.249,3.1,519.229,11.149,10.024,10.9485,1
18.251985,2.63,519.229,11.149,10.024,10.9485,1
18.248708,2.276457,519.229,11.149,10.024,10.9485,1
18.24783,2.55,519.229,11.149,10.024,10.9485,1
18.252213,1.98,519.229,11.149,10.024,10.9485,1
18.24901,2.66,519.229,11.149,10.024,10.9485,1
1.33711716,0.713,181.374,13.443,11.35,13.0276,1
1.337116562,0.713,181.374,13.443,11.35,13.0276,1
1.337,0.763091,181.374,13.443,11.35,13.0276,1
1.33711647,0.776,181.374,13.443,11.35,13.0276,1
,,,,,,1
1.337116553,0.713,181.374,13.443,11.35,13.0276,1
1.337116,0.66,181.374,13.443,11.35,13.0276,1
1.3371164,,181.374,13.443,11.35,13.0276,1
1.3371182,0.713,181.374,13.443,11.35,13.0276,1
1.33711405,0.763091,181.374,13.443,11.35,13.0276,1
1.33711569,0.6629,181.374,13.443,11.35,13.0276,1
,,,,,,1
1.33711647,0.776,181.374,13.443,11.35,13.0276,1
1.5108261,0.1192,,17.02,11.354,15.6451,1
1.51087,,,17.02,11.354,15.6451,1
1.51087081,0.117,,17.02,11.354,15.6451,1
1.51088432,0.1234,,17.02,11.354,15.6451,1
1.510826,0.1192,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
1.510944712,0.114827,,17.02,11.354,15.6451,1
1.510848,0.117,,17.02,11.354,15.6451,1
,0.114827,,17.02,11.354,15.6451,1
2.421937,0.1192,,17.02,11.354,15.6451,1
2.421848,0.117,,17.02,11.354,15.6451,1
2.4218233,0.117,,17.02,11.354,15.6451,1
2.4219371,0.1192,,17.02,11.354,15.6451,1
2.42179346,0.1234,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
,0.114827,,17.02,11.354,15.6451,1
4.04961,0.117,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
4.049219,0.1192,,17.02,11.354,15.6451,1
4.04978035,0.1234,,17.02,11.354,15.6451,1
6.09956479,0.1234,,17.02,11.354,15.6451,1
6.101013,0.1192,,17.02,11.354,15.6451,1
6.099615,0.117,,17.02,11.354,15.6451,1
6.09705,,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
9.20659399,0.1234,,17.02,11.354,15.6451,1
9.2129,,,17.02,11.354,15.6451,1
9.20754,0.1192,,17.02,11.354,15.6451,1
9.20669,0.117,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
12.35294,0.117,,17.02,11.354,15.6451,1
12.352446,0.1192,,17.02,11.354,15.6451,1
12.3535557,0.1234,,17.02,11.354,15.6451,1
18.772866,0.1192,,17.02,11.354,15.6451,1
,,,17.02,11.354,15.6451,1
18.767,0.114827,,17.02,11.354,15.6451,1
18.7672745,0.1234,,17.02,11.354,15.6451,1
20.0,0.117,,17.02,11.354,15.6451,1
24.1396,1.345,108.199,10.115,8.687,10.0702,1
24.13861,1.314,108.199,10.115,8.687,10.0702,1
24.1315,1.33,108.199,10.115,8.687,10.0702,1
24.1399,1.278,108.199,10.115,8.687,10.0702,1
24.141341,1.407,108.199,10.115,8.687,10.0702,1
8.2438,1.33,108.199,10.115,8.687,10.0702,1
8.24958,1.345,108.199,10.115,8.687,10.0702,1
8.24892,1.278,108.199,10.115,8.687,10.0702,1
8.24959,,108.199,10.115,8.687,10.0702,1
12.4032,1.345,108.199,10.115,8.687,10.0702,1
12.396,1.33,108.199,10.115,8.687,10.0702,1
12.4058,1.278,108.199,10.115,8.687,10.0702,1
60.0,1.345,108.199,10.115,8.687,10.0702,1
53.5,1.43,108.199,10.115,8.687,10.0702,1
44.1699,1.33,108.199,10.115,8.687,10.0702,1
40.2,1.278,108.199,10.115,8.687,10.0702,1
5.72149,0.66,64.7414,11.592,9.378,11.174,1
,,,,,,1
5.72148722,,64.7414,11.592,9.378,11.174,1
5.7214742,0.67,64.7414,11.592,9.378,11.174,1
5.7214742,0.67,64.7414,11.592,9.378,11.174,1
5.72226,0.73,64.7414,11.592,9.378,11.174,1
5.72148926,0.66,64.7414,11.592,9.378,11.174,1
5.7214904,,64.7414,11.592,9.378,11.174,1
,,64.7414,11.592,9.378,11.174,1
5.7214742,0.67,64.7414,11.592,9.378,11.174,1
5.7214742,0.66,64.7414,11.592,9.378,11.174,1
5.721488,0.66,64.7414,11.592,9.378,11.174,1
1088.0,0.67,64.7414,11.592,9.378,11.174,1
1088.0,0.67,64.7414,11.592,9.378,11.174,1
1088.0,0.67,64.7414,11.592,9.378,11.174,1
4.0460644,1.81,376.658,11.009,10.087,10.9196,1
4.04605063,1.696,376.658,11.009,10.087,10.9196,1
4.0460654,1.696,376.658,11.009,10.087,10.9196,1
4.0460435,1.696,376.658,11.009,10.087,10.9196,1
,,,,,,1
4.0460496,,376.658,11.009,10.087,10.9196,1
4.046005,1.38,376.658,11.009,10.087,10.9196,1
4.533469982,1.1971,453.099,12.821,11.545,12.6278,1
4.5334686,,453.099,12.821,11.545,12.6278,1
4.533471,1.14,453.099,12.821,11.545,12.6278,1
4.5334682,1.14,453.099,12.821,11.545,12.6278,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
3.4088353,1.094,348.494,12.274,11.078,12.0286,1
3.40883,1.094,348.494,12.274,11.078,12.0286,1
3.40883,1.094,348.494,12.274,11.078,12.0286,1
3.40883458,,348.494,12.274,11.078,12.0286,1
3.40883502,1.094,348.494,12.274,11.078,12.0286,1
,,,,,,1
3.4088387,1.083,348.494,12.274,11.078,12.0286,1
3.408833,1.11,348.494,12.274,11.078,12.0286,1
3.40884,1.123,348.494,12.274,11.078,12.0286,1
4.1591492,1.137,264.78,11.936,10.613,11.7889,1
4.15914806,,264.78,11.936,10.613,11.7889,1
4.159152,1.144,264.78,11.936,10.613,11.7889,1
4.1591287,1.15,264.78,11.936,10.613,11.7889,1
4.1591282,1.11133,264.78,11.936,10.613,11.7889,1
4.1,,264.78,11.936,10.613,11.7889,1
4.1591492,1.137,264.78,11.936,10.613,11.7889,1
4.15810694,1.11133,264.78,11.936,10.613,11.7889,1
4.1591409,1.15,264.78,11.936,10.613,11.7889,1
4.15915035,1.15,264.78,11.936,10.613,11.7889,1
4.1591496,1.15,264.78,11.936,10.613,11.7889,1
4.15917,1.188,264.78,11.936,10.613,11.7889,1
4.159221,1.1,264.78,11.936,10.613,11.7889,1
4.16071,1.16,264.78,11.936,10.613,11.7889,1
4.1591399,1.15,264.78,11.936,10.613,11.7889,1
4.1591739,0.86,264.78,11.936,10.613,11.7889,1
4.1591289,1.137,264.78,11.936,10.613,11.7889,1
4.159151,1.156,264.78,11.936,10.613,11.7889,1
4.1591488,1.11,264.78,11.936,10.613,11.7889,1
572.0,1.15,264.78,11.936,10.613,11.7889,1
588.8,1.137,264.78,11.936,10.613,11.7889,1
592.5,1.144,264.78,11.936,10.613,11.7889,1
588.5,1.137,264.78,11.936,10.613,11.7889,1
588.8,1.137,264.78,11.936,10.613,11.7889,1
589.57,1.156,264.78,11.936,10.613,11.7889,1
580.7,1.16,264.78,11.936,10.613,11.7889,1
9.03055,1.137,264.78,11.936,10.613,11.7889,1
9.030501,1.156,264.78,11.936,10.613,11.7889,1
9.03052118,1.137,264.78,11.936,10.613,11.7889,1
9.03077,1.137,264.78,11.936,10.613,11.7889,1
9.03081,1.15,264.78,11.936,10.613,11.7889,1
9.095,1.16,264.78,11.936,10.613,11.7889,1
9.0305419,0.86,264.78,11.936,10.613,11.7889,1
9.03101,1.144,264.78,11.936,10.613,11.7889,1
9.028052,1.1,264.78,11.936,10.613,11.7889,1
9.03164,1.1,264.78,11.936,10.613,11.7889,1
9.03079,1.11133,264.78,11.936,10.613,11.7889,1
0.7895933,1.137,264.78,11.936,10.613,11.7889,1
0.78961301,0.86,264.78,11.936,10.613,11.7889,1
0.789597,1.15,264.78,11.936,10.613,11.7889,1
0.789693,1.15,264.78,11.936,10.613,11.7889,1
0.79,1.125,264.78,11.936,10.613,11.7889,1
0.78961,1.156,264.78,11.936,10.613,11.7889,1
0.789655,1.1,264.78,11.936,10.613,11.7889,1
0.789518,1.1,264.78,11.936,10.613,11.7889,1
0.7895933,1.137,264.78,11.936,10.613,11.7889,1
0.78957,1.144,264.78,11.936,10.613,11.7889,1
0.789636,1.16,264.78,11.936,10.613,11.7889,1
0.789592,1.137,264.78,11.936,10.613,11.7889,1
0.789593,1.11133,264.78,11.936,10.613,11.7889,1
4.4656294,,297.462,11.753,10.775,11.7747,1
4.46563013,1.06,297.462,11.753,10.775,11.7747,1
4.465633,1.06,297.462,11.753,10.775,11.7747,1
4.4656299,1.06,297.462,11.753,10.775,11.7747,1
4.46563433,1.09036,297.462,11.753,10.775,11.7747,1
4.4656243,1.072,297.462,11.753,10.775,11.7747,1
4.4656291,1.102,297.462,11.753,10.775,11.7747,1
4.465635,1.11,297.462,11.753,10.775,11.7747,1
4.46563,1.09,297.462,11.753,10.775,11.7747,1
4.46659676,1.09036,297.462,11.753,10.775,11.7747,1
4.465633,1.06,297.462,11.753,10.775,11.7747,1
4.466,1.09036,297.462,11.753,10.775,11.7747,1
2.4841905,1.39,294.001,11.591,10.362,11.3347,1
2.4841987,1.26,294.001,11.591,10.362,11.3347,1
2.48450535,1.27553,294.001,11.591,10.362,11.3347,1
2.484193,1.26,294.001,11.591,10.362,11.3347,1
2.4841981,1.322,294.001,11.591,10.362,11.3347,1
2.4841939,1.13,294.001,11.591,10.362,11.3347,1
2.4841975,1.28,294.001,11.591,10.362,11.3347,1
2.484193,1.26,294.001,11.591,10.362,11.3347,1
2.48419726,,294.001,11.591,10.362,11.3347,1
2.4841976,1.26,294.001,11.591,10.362,11.3347,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
6.00127,0.689,44.526,10.27,8.324,9.89816,1
6.00118,0.69,44.526,10.27,8.324,9.89816,1
6.00127,0.689,44.526,10.27,8.324,9.89816,1
,0.641805,44.526,10.27,8.324,9.89816,1
