pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,is_exoplanet
2458793.51,3.10315,3.535,1760.07,,50910.7,4184.0,10.2146,749.127,9050.3,3.96,,0
2458807.937,,8.06,3010.0,10.4319,,,9.64805,282.1,7519.0,4.22,1.7,0
2458794.896,5.6318074,3.4553092,1186.148187,4.8217692,474.4919122,1190.356241,9.76636,170.592,5669.9,4.16,1.38826,0
2458792.296,2.06313,2.157,600.0,11.9118,1866.39,1831.0,9.1222,550.183,6716.5,3.24,4.77,0
2458792.199,1.51233,2.59,640.0,11.1245,18303.0,3240.0,9.7479,831.907,9447.0,3.54,4.35,0
2460662.17,1.7498117,1.641,2549.0,8.13315,886.867,1520.0,10.4511,295.452,6222.3,4.15,1.53,0
2459928.935,1.9734615,3.69,1295.0,16.6678,17275.6,3193.0,10.0888,710.919,7962.9,3.6,3.62,0
2458792.465,0.73772,1.057,980.0,4.68288,1958.84,1853.0,10.1342,226.234,6001.0,4.14,1.49,0
2459883.199,1.2198382,2.8341804,12160.1096,18.2179311,9392.047101,2510.786674,7.87611,121.944,7398.5,4.25,1.60242,1
2458327.376,4.608,3.383,3213.22,7.99698,724.001,1445.0,11.2901,341.854,5935.0,4.29,1.28,0
2459909.805,0.361112,0.756,710.0,6.69136,2677.39,2003.0,9.66027,252.419,6056.9,3.99,1.95,0
2458793.277,5.33155,6.191,4220.0,14.6101,1071.42,1593.0,10.1035,336.608,5917.0,3.78,2.22,1
2458792.504,6.15952,3.834,1230.0,3.90515,487.519,1309.0,10.4375,208.771,6175.9,4.44,1.09,0
2460630.42,4.7321735,2.589,8121.0,14.269,379.567,1229.0,10.1868,282.096,6739.0,4.21,1.56,1
2458793.398,3.46608,4.403,1620.0,20.8363,23536.1,3450.0,9.08054,380.062,7249.8,3.69,3.02,0
2459896.133,8.7094632,3.027,4510.0,20.9625,327.472,1185.0,9.62924,159.748,5597.0,4.03,1.59,1
2459471.34,1.0357235,1.366,480.0,15.828,1358.51,1691.0,8.4107,329.591,4963.0,,7.83,0
2460632.179,2.4727425,2.341,2929.0,23.6289,4630.82,2298.0,7.42812,100.635,6057.7,3.84,2.13,0
2458692.735,13.3118,4.492,750.0,2.67981,109.875,901.0,10.2572,165.808,6011.0,4.5,0.98,0
2460643.486,16.2016817,2.792,885.0,2.38101,28.0911,641.0,7.5825,28.2938,5071.0,4.58,0.78,1
2460334.806,2.8641388,2.417,9597.0,15.5276,591.067,1373.0,10.0521,234.149,6082.0,4.13,1.53,1
2458979.491,5.2469991,3.45,1180.0,5.46087,604.151,1381.0,10.4641,304.76,6651.0,4.27,1.44,0
2460479.138,0.7438074,1.377,633.0,9.77911,1705.03,1790.0,10.2351,423.272,5182.0,,4.04,0
2460473.279,3.9401791,1.991,13317.0,25.3897,1090.26,1600.0,9.68708,260.494,7170.0,4.31,1.51,0
2460420.948,1.4013505,1.562,1532.0,3.7143,1975.13,1857.0,10.2505,133.496,5521.0,4.48,0.94,0
2458765.06,2.1679,1.39,560.0,5.32848,10508.5,2820.0,9.9272,451.796,10596.0,4.27,2.0,0
2460447.127,2.3866952,2.654,586.0,9.72386,2334.78,1936.0,10.0552,396.201,5017.0,,4.73,0
2459880.69,1.7126115,3.128,340.0,2.01928,4528.0,2285.0,9.39435,113.845,5932.2,4.48,1.0,0
2460311.883,0.7522775,1.073,1301.0,6.75509,13651.7,,9.5287,280.381,7325.2,,1.77,0
2460630.612,5.8089284,5.137,1111.0,3.79308,1275.72,1664.0,10.2763,234.455,6406.0,4.34,1.27,0
2458765.534,1.49446,2.114,890.0,4.21366,3024.1,2065.0,10.2918,269.476,6587.0,4.27,1.43,0
2459391.185,3.3326189,3.5620066,8310.506616,15.6399082,1512.997376,1590.667081,12.0545,610.176,5768.2,4.0,1.6948299,1
2459393.375,5.0172146,3.7363301,14236.9594,13.5478019,404.711186,1143.94739,11.2311,290.404,5930.0,4.4,1.10013,1
2459825.46,2.1436364,3.1539349,9203.755274,18.0537588,3410.260119,1949.021483,11.1541,454.144,6148.0,4.01,1.77061,1
2459686.205,4.5421594,4.294,9760.0,17.3816,821.405,1491.0,11.191,435.156,5939.3,4.0,1.73,1
2458544.67,4.2311173,4.3531635,7261.275936,14.6260711,1489.112625,1584.351853,10.8719,411.719,6671.0,4.14,1.6640199,1
2460654.567,12.0557353,1.959,807.0,2.39173,19.3677,584.0,8.9943,66.0929,5504.0,4.58,0.83,1
2458797.345,8.2491871,4.9807847,117724.0283,8.0476984,1.1552603,264.4172054,14.9885,41.5305,2990.0,5.13581,0.165066,0
2458798.104,12.1582804,2.1406837,3430.776264,1.9160277,2.6741524,326.1491782,12.5441,48.049,3429.0,4.90092,0.3232,0
2458791.515,0.98933,1.0357615,1519.669587,1.8303854,122.2150262,848.0098579,11.0136,35.2736,3455.0,4.76798,0.465258,1
2458736.131,34.9270483,2.7546907,110264.9392,18.8285063,0.8171218,242.488665,13.4447,89.6716,3496.0,4.9,0.389199,0
2459882.483,1.7729239,1.8255671,26694.37974,14.9468862,317.7796355,1076.840213,11.9056,152.983,4769.0,4.64845,0.687841,0
2459885.666,4.076684,4.4132181,10459.72723,17.5223182,1443.088339,1571.965386,10.6479,374.442,6531.44,4.13711,1.64302,0
2458791.468,0.901465,2.5562155,3156.565826,3.4348127,325.5470241,1083.360962,12.974,153.986,3896.0,4.64192,0.611023,0
2458328.337,7.31898,3.771,3809.3,8.79673,468.718,1296.0,11.407,360.131,5926.0,4.27,1.3,0
2459767.373,1.9495403,0.8060618,2089.244412,1.3929217,23.3722044,560.7827791,11.0548,18.2276,3414.0,4.97292,0.260187,1
2459521.619,1.8497201,1.757,5750.0,11.2477,2139.72,,9.8203,163.49,6019.0,4.438,1.24,0
2458791.426,2.1721416,2.7480823,17864.55208,18.0850347,1872.528914,1677.748591,9.25319,146.653,6198.0,4.27912,1.30937,0
2458794.103,3.623909,2.6568012,26979.82105,6.9347137,4.6168393,373.8573643,13.0367,82.1294,3514.0,4.81377,0.414101,0
2460334.944,6.9744232,2.124,9189.0,37.9891,245.906,1103.0,10.249,306.502,5821.7,3.97,1.86,0
2460310.718,3.4557863,2.164,6423.0,16.0772,2978.62,2058.0,9.17041,267.683,8170.0,4.24,1.78,0
2460746.62,7.757643,2.8561356,7336.690882,12.7936991,161.5793695,993.2304197,9.6686,210.311,6038.0,3.96,1.91151,0
2458822.099,9.1505,2.986,1370.0,11.1497,272.763,1132.0,10.0106,463.156,7719.0,3.74,3.02,0
2460474.182,3.7649949,2.642,14735.0,17.8182,580.386,1367.0,9.88278,235.479,6724.0,4.29,1.42,1
2458870.508,0.6664948,1.38,260.0,3.217,2681.48,2004.0,8.68013,130.942,5329.0,3.8,1.99,0
2459936.36,5.6309047,3.877,1683.0,7.00844,2320.13,1933.0,9.5668,78.7137,5304.0,4.6,0.79,0
2459910.558,0.6803433,2.0674164,565.5754223,8.1888041,71174.02445,4165.816448,10.2674,506.864,7325.5,3.71,2.97877,0
2459757.356,5.8775548,2.9027641,412.2881337,2.1822904,267.1706249,1031.138319,9.56906,122.494,5977.0,4.47,1.00568,1
2460309.855,1.3561596,2.504,482.0,4.12493,11881.9,2908.0,9.00007,187.823,6375.0,4.0,1.86,0
2459547.065,2.0492064,3.417,1030.0,,,,10.1283,4488.38,,,,0
2459935.391,2.6093167,1.175,1984.0,11.4272,526.719,,9.7053,294.292,7235.0,,1.78,0
2458819.399,2.37532,2.957,1940.0,13.5855,24634.5,3490.0,9.84095,402.261,7895.7,4.06,2.11,0
2458819.004,1.76406,3.086,870.0,12.3762,40901.7,3961.0,6.4018,66.5241,6481.7,,2.03,0
2458818.74,1.69433,2.169,650.0,5.20733,3651.29,2165.0,10.3693,428.948,7185.0,4.04,2.0,0
2458818.228,3.32125,4.304,5760.0,25.5824,12389.8,,9.7229,225.941,7174.0,,1.76,0
2460311.617,2.363311,3.294,1121.0,2.74038,1379.02,1697.0,10.0233,130.543,5420.0,4.38,1.04,0
2460660.824,2.6800536,1.758,456.0,2.3437,342.997,1198.0,9.52906,111.276,5550.0,4.37,1.07,1
2460503.137,40.7501028,4.873,6026.0,10.1271,14.5514,544.0,9.4682,168.067,6453.0,5.20004,1.31,1
2460468.361,10.9836724,2.636,315.0,2.35616,196.694,1043.0,9.4682,168.067,6453.0,5.20004,1.31,1
2458821.049,8.13664,2.084,840.0,11.75,29.5076,649.0,8.71289,221.791,4913.0,,3.96,0
2459957.441,3.8954139,2.832,911.0,5.15915,566.299,1359.0,10.045,281.902,6064.0,3.94,1.89,0
2458818.197,1.08625,2.534,1110.0,4.65122,4081.88,2226.0,10.2851,222.358,5562.6,,1.4,0
2458822.593,7.45494,3.465,2280.0,15.1922,479.468,1303.0,9.46925,201.645,5029.7,,2.45,0
2460657.383,3.1915257,2.756,8587.0,16.4091,1161.72,1626.0,9.441,213.053,6673.0,4.13,1.69,1
2459917.091,13.7058173,2.597,5788.0,20.2141,350.05,,10.3614,391.546,8001.0,,2.05,0
2460312.311,0.6565741,1.908,423.0,5.01154,4719.59,2309.0,9.9021,299.399,5235.5,,2.68,0
2459657.394,4.8026561,1.1658648,4358.115768,1.4202459,4.4510969,370.455897,13.3081,37.2209,3231.0,5.04064,0.213459,1
2460662.485,2.7347651,3.205,9209.0,17.805,1775.39,1808.0,8.14847,136.681,6767.9,4.1,1.77,1
2458816.412,3.057524,1.3790503,1117.963818,2.4878486,122.3379291,848.2229732,9.794,51.1884,4402.0,4.59,0.695095,1
2459910.938,0.6691449,0.9921631,1254.371193,1.9200407,204.6910522,964.704855,11.1117,37.6153,3457.0,4.7705,0.462408,1
2459914.901,6.7171913,7.5037208,9138.715071,22.875658,1148.701129,1484.812146,10.8001,472.704,5843.0,3.7177,2.3529,0
2458823.256,9.1238101,5.1188391,283.324087,2.0471844,148.7455904,890.69861,6.3196,26.9148,5470.16,4.30008,1.1485,0
2459062.718,2.2554459,1.6678604,5283.71039,11.0535293,1472.009522,1579.782885,11.788,407.84,5817.0,4.23,1.29661,1
2459419.987,1.4079369,0.3063531,484643.7441,,1652.894335,1626.226457,16.338,24.7359,5780.0,4.438,,1
2460458.306,16.7368995,4.561,989.0,2.88015,80.3869,834.0,9.52636,111.445,5759.0,4.44767,1.0,1
2458817.685,1.766692,1.4196682,830.5082973,1.5574734,57.0208084,700.8548645,10.6714,30.7947,3474.0,4.77152,0.46126,1
2458843.658,3.7701296,2.8512056,4361.180108,5.4800266,195.2881696,953.4195932,10.7424,124.68,5058.0,4.53907,0.81833,1
2458791.519,3.1342946,1.2158796,1183.606071,1.7992966,34.5537033,618.3628631,11.0294,45.1309,3575.0,4.72334,0.516105,1
2459911.832,2.5005291,0.8809865,12579.35048,3.1713853,13.8080731,491.6465759,13.9664,64.9172,3181.0,4.94798,0.280475,1
2458843.38,1.12355,1.611,1020.0,3.49799,2963.42,2055.0,10.8219,189.762,5524.0,4.41,1.01,0
2458842.75,0.40312,0.853,1000.0,2.95177,1215.98,1645.0,10.9894,103.107,4252.9,4.37,0.89,0
2459575.196,3.929983,2.153,2270.0,6.51515,398.651,1244.0,10.8508,343.469,6621.9,4.33,1.34,0
2460328.288,13.2054538,4.875,644.0,3.74642,193.559,1039.0,10.3042,335.518,6653.0,4.14,1.67,0
2458843.267,2.02365,2.585,1710.0,5.96472,2411.54,1952.0,10.3135,291.007,6582.0,4.24,1.48,0
2458569.773,1.8135767,1.0753316,4166.280204,7.660458,2590.391481,1819.537876,11.6626,256.345,5237.0,4.2427,1.1072299,0
2460439.667,24.2833782,5.132,2844.0,5.21152,30.5138,654.0,8.9134,81.2271,5675.0,4.46,0.98,1
2458844.855,10.2558,5.088,5740.0,7.44683,126.859,934.0,9.92871,112.978,5326.0,4.43,0.97,0
2459606.85,3.566276,4.197,3870.0,20.2251,1949.16,1851.0,9.9841,574.264,6831.4,3.61,3.17,0
2459603.426,3.4744763,4.258,12920.0,19.6131,1701.38,1789.0,10.7131,396.11,6642.3,4.14,1.67,1
2459738.517,2.8269356,1.1692366,950.9544382,4.8112209,2458.627707,1795.944628,9.01249,182.907,7072.0,4.28,1.50581,0
2460298.678,8.082354,3.284,559.0,2.72432,140.474,959.0,8.82897,104.158,5878.6,4.28,1.24,1
2458326.922,9.47686,4.392,2980.0,9.80856,161.969,993.0,10.7379,342.831,5801.8,4.32,1.79,1
2459957.574,2.6158597,2.517,13363.0,13.1204,428.036,1267.0,10.4467,154.273,5267.0,4.32,1.08,1
2460339.4,4.1250429,4.454,8804.0,15.3479,1112.27,1608.0,10.1653,272.655,6304.0,4.11,1.62,1
2460307.769,13.7270395,4.007,901.0,2.95921,68.9542,802.0,9.09942,100.727,5777.0,4.38035,1.09,1
2458843.028,0.6850808,1.0565887,2675.717666,1.9806358,170.8295335,922.0627729,12.507,58.3171,3541.0,4.8452,0.380019,0
2458842.997,1.0914304,3.05123,15377.79205,22.6154555,8220.583951,2428.540871,11.0967,427.246,6154.0,4.02046,1.74942,1
2458845.373,7.107934,3.440833,501.6058242,2.2881711,145.5706555,885.9071544,6.2683,22.4035,5694.11,4.53108,0.902932,1
2459583.637,20.5438153,4.0537919,799.3817133,2.5734283,35.3582059,621.931143,6.2683,22.4035,5694.11,4.53108,0.902932,1
2459604.399,3.4913952,1.763,5400.0,4.9395,44.3221,718.0,10.7921,60.798,3907.0,4.62346,0.63,1
2458842.506,0.5732087,0.4582376,432048.7344,,,,18.3324,151.383,5780.0,4.438,,0
2459603.865,3.9228042,3.205,13970.0,15.8493,583.697,1369.0,11.7946,455.203,6193.0,4.2858,1.3,1
2458844.765,5.80322,1.569,1710.0,6.3744,61.8583,781.0,10.379,251.27,5846.0,4.11,1.5,0
2460660.093,7.0731057,3.819,439.0,2.69175,242.723,1099.0,8.3302,88.9482,5656.0,4.1408,1.41,1
2460661.435,8.3033493,1.705,571.0,1.95844,36.5628,685.0,9.812,70.9819,4814.0,4.54519,0.78,1
2460180.378,17.6671687,2.525,854.0,1.87042,7.60884,462.0,8.7513,39.0341,4813.0,4.38,0.69,1
2460157.951,29.7975205,2.782,671.0,1.60982,3.2713,374.0,8.7513,39.0341,4813.0,4.38,0.69,1
2460184.414,12.1623316,2.614,317.0,1.15643,27.5458,638.0,8.7513,39.0341,4813.0,4.38,0.69,1
2460203.018,3.9766833,1.859,142.0,0.757588,89.0886,855.0,8.7513,39.0341,4813.0,4.38,0.69,1
2460197.039,7.9076222,2.611,217.0,0.969819,44.8107,720.0,8.7513,39.0341,4813.0,4.38,0.69,1
2460660.831,21.2690422,5.893,350.0,1.87711,58.618,770.0,8.2865,72.8871,5707.0,4.31886,1.16,1
2459660.494,4.2660553,0.69,1700.0,3.30511,10.8837,506.0,12.4251,41.2758,3281.0,4.90415,0.32,1
2460623.32,22.3417286,2.582,472.0,2.54102,21.2584,598.0,9.01932,114.39,6179.0,4.3969,1.14,1
2459763.323,4.4891367,1.8833377,1271.186702,1.9980298,36.1538988,625.4009463,12.2574,99.5561,3959.0,4.68416,0.561356,1
2459647.515,9.0447039,1.7653148,1611.001019,2.2493746,14.2073509,495.1628187,12.2574,99.5561,3959.0,4.68416,0.561356,1
2458684.355,2.3889051,1.032409,569.8511771,1.3399401,83.8378977,771.7556976,12.2574,99.5561,3959.0,4.68416,0.561356,1
2460688.708,3.6906759,1.107,1657.0,1.36751,8.77401,479.0,9.41242,10.6194,3469.0,4.9401,0.31,1
2460039.155,7.4507305,0.475,1542.0,3.04528,1.96064,329.0,9.41242,10.6194,3469.0,4.9401,0.31,1
2458354.907,2.2531062,0.9939837,682.3972723,0.826635,24.4782213,567.3025213,9.41242,10.6194,3469.0,4.9401,0.31416,1
2460607.061,37.4685042,7.685,429.0,2.56325,192.521,1037.0,8.80616,113.335,6114.0,4.293,1.27,1
2459653.734,5.3846239,3.2617296,630.6901313,2.6170633,237.9959598,1001.756446,11.2078,226.671,5700.0,4.48088,0.959022,1
2460421.697,20.7051499,3.348,1822.0,3.39245,13.1989,531.0,10.0907,96.6215,5169.0,4.57,0.81,1
2460404.266,18.8500438,3.407,2610.0,3.09094,5.95531,435.0,9.92838,40.0654,3960.0,4.62853,0.63,1
2458649.291,16.155373,1.556705,71225.72317,10.424281,1.8460086,297.2885497,13.4004,65.9528,3270.0,4.98242,0.271,0
2458691.531,11.062666,2.0842156,4957.878094,2.6437021,1.7628857,293.8838939,12.4989,30.5373,3212.0,4.98029,0.254522,0
2459635.207,2.7033942,2.927,10340.0,16.72,1704.57,1790.0,9.43351,210.252,6518.0,4.15,1.61,1
2458892.511,4.3532339,3.869,10270.0,16.2509,617.309,1388.0,9.98111,227.537,5914.0,4.07,1.59,1
2460331.445,7.3377236,4.243,795.0,3.2807,998.435,1566.0,9.91008,157.597,5994.0,4.4,1.1,1
2460204.963,2.8531016,1.142,1395.0,2.02068,23.0419,610.0,9.49275,22.4751,3703.0,4.76229,0.52,1
2459605.893,1.0924536,1.2245785,874.580104,6.5935026,5898.981823,2235.187778,9.22437,163.438,6273.0,4.2,1.4487799,0
2460362.105,3.2122302,2.653,14429.0,13.0356,325.569,1183.0,9.007,81.7647,5357.7,4.37,1.04,1
2459628.85,8.0542207,3.0287161,706.8165307,2.8337706,140.2332705,877.6725493,9.3523,97.7562,5583.1,4.44,0.995254,1
2458870.693,0.7365463,1.5732208,384.6733121,2.0231121,2657.832242,1831.26688,5.2058,12.5855,5250.0,4.42,0.963515,1
2458872.341,16.7100422,5.4004652,615.2873631,2.7396616,73.7609475,747.4400609,7.6474,53.974,5853.7,4.38636,1.09271,1
2459635.364,10.2405483,3.538,9950.0,8.69623,55.4426,760.0,10.9184,149.234,5251.0,4.54337,0.84,1
2458871.489,2.8009915,1.4985399,204.8553325,1.4033915,560.3349224,1240.885393,7.6586,44.647,5723.87,4.49543,0.945408,1
2459635.117,14.6503935,2.08,330.0,1.81908,18.7938,580.0,8.737001,79.7665,5859.45,4.4776,0.98,1
2458875.998,6.5273884,3.1190657,415.430891,2.8972637,413.1007903,1149.830319,8.4594,99.451,6023.0,4.23995,1.32944,1
2459633.12,1.8817191,1.236,99270.0,10.9698,22.5072,606.0,12.4368,33.928,3138.0,4.91873,0.31,1
2460196.437,6.5578513,2.08,1596.0,2.54474,24.9125,622.0,10.42,62.699,4111.0,4.55528,0.66,1
2458354.552,20.708504,2.236524,1657.067907,3.751004,19.4977725,535.9397866,10.42,62.699,4111.0,4.55528,0.701202,1
2458362.954,9.9616347,2.4648052,1084.432706,2.2807327,21.8201851,551.2319188,10.42,62.699,4111.0,4.55528,0.660806,1
2458356.108,3.2384253,1.9941055,532.7580623,1.5148369,97.6159379,801.6779386,10.42,62.699,4111.0,4.55528,0.660806,1
2458364.915,15.2321843,2.5318138,1228.533229,2.6196767,0.6070922,225.1300261,10.42,62.699,4111.0,4.55528,0.660806,1
2459632.745,1.7063264,1.359,10980.0,10.1999,235.772,1091.0,12.212,262.706,4974.0,4.44059,0.9,1
2459633.497,2.9720774,4.41,6440.0,15.6498,1939.51,1848.0,12.5119,935.456,6101.12,3.92024,1.95,1
2459635.737,4.9877056,2.2769107,1192.33982,2.4703077,56.0452278,697.8376698,11.3069,95.2649,4336.0,4.62012,0.668693,1
2459632.817,1.8290294,1.6679098,704.8493933,2.1268375,213.5233995,974.9472494,11.3069,95.2649,4336.0,4.62012,0.668693,1
2460325.905,9.573548,2.036,2788.0,15.6118,275.837,1135.0,9.5173,248.695,6505.0,4.04,1.83,0
2458875.047,5.34326,1.426,6980.0,10.4171,52.9343,751.0,10.1883,191.532,5776.0,4.25,1.26,0
2460279.071,3.2087149,1.639,1960.0,12.3921,455.479,1287.0,9.1824,229.067,5971.4,3.77,2.26,1
2458354.588,4.1374379,1.8454937,1125.535465,2.6757659,168.3361754,918.6796864,8.1796,38.5653,5058.0,4.51761,0.802633,1
2458684.16,9.62517,3.725,540.0,2.03371,170.739,1007.0,10.2728,164.178,6149.0,4.57,0.93,0
2459755.574,48.4808217,8.081,110.0,2.36501,36.5063,684.0,9.05769,247.435,6153.0,3.72,2.47,0
2460017.429,55.087,5.709,2509.0,4.36639,16.5899,562.0,7.8436,36.9941,5175.0,4.51,0.87,1
2458715.311,8.7655468,4.0264463,572.6986983,3.3302665,228.9130329,992.0587214,9.69924,155.791,5707.0,4.21803,1.29921,1
2458899.61,2.7917911,1.4664254,1018.977143,6.0002066,1003.835844,1435.606527,10.0721,183.175,6071.0,4.36,1.16271,0
2459639.963,2.6438856,0.9689289,6404.705147,3.812114,29.4322068,594.0533593,8.40346,9.75321,3456.0,4.8,0.425432,1
2459631.901,3.6451549,2.055,780.0,2.99324,283.719,1143.0,8.6259,82.3432,5922.0,4.43,1.05,1
2459635.926,1.0376109,1.588,210.0,1.53671,2287.71,1926.0,8.6259,82.3432,5922.0,4.43,1.05,1
2458741.6,8.0214735,3.2087652,882.3089291,2.3381058,69.7589934,737.0887807,10.5191,113.181,5165.2,4.59,0.784618,1
2458739.075,0.4378083,1.1404291,290.8856184,1.374002,3369.460523,1943.165731,10.5191,113.181,5165.2,4.59,0.784618,1
2458904.816,7.093853,2.5107626,284.2381135,1.6277147,163.4661355,911.9619079,8.3662,62.1274,5690.0,4.48062,0.956941,1
2459632.338,4.1244833,3.567,9590.0,12.4249,459.542,1289.0,11.1065,277.278,5634.0,4.24009,1.26,1
2459648.62,10.6439385,2.713,1240.0,1.98891,10.7276,504.0,9.85623,30.6796,3815.0,4.69775,0.55,1
2458909.543,15.1512051,2.3438166,4955.304292,2.8411799,2.1462129,308.7009384,12.6196,55.5211,3272.0,4.82521,0.401575,1
2459664.071,0.54937,0.883,370.0,1.53904,1407.22,1706.0,9.0363,42.5775,4612.99,4.56172,0.74,1
2458900.911,2.1075001,1.9093483,4256.174301,11.7706128,3058.10883,1896.631607,11.6735,556.917,6351.66,4.13453,1.59204,0
2459659.915,4.6170519,3.555,12210.0,12.4681,447.82,1281.0,11.5384,321.084,5797.0,4.36164,1.11,1
2458358.118,4.5320502,2.3754425,7874.585279,7.0590799,123.9023995,850.9218562,10.4654,96.2338,4983.0,4.61445,0.805573,1
2459662.702,1.3273482,2.083,18850.0,15.4709,1378.13,1697.0,11.6281,294.419,5555.05,4.36832,1.07,1
2459661.05,3.7130701,1.654,19610.0,11.7215,55.9743,762.0,11.1237,128.23,4719.0,4.49738,0.81,1
2458684.127,0.798,0.679,190.0,2.95586,898.537,1525.0,9.91892,285.002,6194.2,4.0,1.84,0
2460559.905,2.555332,5.14,6550.0,20.5128,4328.46,2259.0,10.8946,617.233,6454.0,3.77,2.48,0
2458688.289,22.7873,5.334,410.0,2.42982,57.1127,,9.303001,117.652,5845.0,,1.16,0
2458685.556,3.09374,2.451,150.0,1.72207,936.396,1541.0,8.98018,160.295,6610.0,4.24,1.47,0
2459661.328,4.860673,2.632,6140.0,11.4272,292.245,1151.0,10.5268,248.504,5778.2,4.16,1.4,1
2459664.085,9.4893231,2.757,940.0,2.4304,41.924,708.0,6.9859,21.5618,5120.0,4.6,0.77,1
2460345.349,38.8135498,5.944,9593.0,8.20695,9.29717,486.0,9.7722,71.6456,4760.0,4.49,0.82,1
2460362.104,22.8085719,3.847,977.0,2.45459,14.6287,544.0,8.9754,59.4314,5182.0,4.55,0.82,1
2459761.726,4.1419805,2.3809654,10130.94118,12.9812632,462.8529919,1182.988488,11.2086,265.471,5418.3,4.31,1.15614,1
2459691.149,1.467119,1.0069313,1550.632368,1.3241394,39.492214,639.3631768,8.8223,8.07426,3297.0,4.89,0.331472,1
2459918.438,9.0941239,4.389,2570.0,8.09838,180.272,1020.0,11.1315,369.986,5759.8,4.07,1.56,1
2459063.727,3.4307565,3.1443388,9664.298563,29.7749124,4956.246014,2139.971372,8.3291,213.024,6270.0,3.61332,2.72192,0
2459680.306,9.7815625,3.736,20040.0,18.205,225.192,1079.0,7.0166,50.3098,6327.16,4.37297,1.21,0
2459684.731,3.6935997,4.466185,8580.431891,17.0086591,1639.107176,1622.824619,9.87229,251.303,6097.47,3.99566,1.78076,1
2458933.167,20.3807824,6.6590149,2371.522151,8.2227994,153.5184581,897.7592727,9.29416,191.649,6351.0,4.12,1.61988,1
2460477.136,1.7727505,1.519,243.0,2.73549,2981.98,2058.0,9.29416,191.649,6351.0,4.12,1.62,0
2459717.232,2.1747062,2.846111,11173.19296,14.231871,1622.252825,1618.636705,12.423,575.889,6046.76,4.28918,1.2561899,1
2460186.765,4.8170684,3.1822663,23137.363,24.4342674,952.2769628,1416.806593,10.0433,247.441,6380.0,4.24852,1.44956,0
2459658.642,7.8456075,5.892,7020.0,14.2866,718.188,1442.0,9.8469,240.726,6266.0,4.08874,1.65,1
2459688.443,4.3011975,2.982,22050.0,15.3684,185.119,1027.0,12.4474,347.85,5115.16,4.34437,1.03,1
2459680.103,9.5739531,4.172,3170.0,12.4956,354.639,1208.0,9.26733,223.465,6115.0,3.87646,2.05,1
2458931.121,9.1469122,4.618497,8770.096118,12.7002634,235.6892132,999.320223,12.6445,627.627,5954.0,4.26,1.2752,0
2459685.398,3.2130578,2.169,22530.0,11.0975,118.075,918.0,11.7551,142.751,4652.87,4.61265,0.7,1
2459884.35,3.9306746,1.4305142,1637.198427,1.7902006,17.7418678,523.4432264,11.8467,47.2496,3512.0,4.81618,0.411452,1
2459099.822,35.4557945,3.867,9890.0,8.9807,9.24196,485.0,11.6235,190.422,5076.0,4.53,0.83,1
2459661.074,5.4809161,5.031,2770.0,8.64837,856.944,1507.0,10.5038,296.945,5923.0,4.05,1.62,0
2460205.353,0.9414525,2.05,11445.0,15.342,4266.74,2251.0,8.8287,123.483,6400.0,4.36583,1.35,1
2459690.743,1.2436239,1.211,1790.0,3.89334,435.33,1272.0,11.3719,165.105,4968.8,4.5,0.84,1
2459690.638,1.3641482,0.952,7820.0,19.5876,852.162,1505.0,10.6503,176.833,5347.0,4.33,1.08,1
2459517.339,197.0336254,7.338,11900.0,12.0713,1.65744,316.0,10.9374,210.486,5616.4,4.44,1.0,0
2460503.687,63.4839358,5.457,5357.0,11.1495,23.786,615.0,9.93689,224.385,6415.0,4.26,1.4,1
2460202.211,35.6134391,3.512,1575.0,3.12194,10.8612,505.0,6.9934,16.32,4628.53,4.32239,0.71,1
2460201.825,7.7897726,2.376,194.0,1.00084,144.765,966.0,6.9934,16.32,4628.53,4.32239,0.71,1
2460367.148,1.0662082,1.142,151.0,1.0883,876.703,1515.0,7.7885,45.864,5668.0,4.51,0.93,1
2459768.447,5.6442112,2.980996,4136.201006,11.4462895,854.7074229,1379.031284,11.5429,527.995,6310.0,4.1,1.63591,1
2458683.899,1.42611,1.788,1890.0,9.21032,11388.0,2877.0,11.2542,383.432,6404.0,4.31,1.32,0
2459766.544,1.6453265,2.59,19310.0,19.0536,1816.48,1818.0,12.2856,559.068,6023.0,4.25,1.32,1
2458700.974,18.10671,4.562,10340.0,19.3734,199.63,1047.0,12.2339,775.054,6615.0,4.14,1.65,0
2458685.822,3.40612,1.714,1740.0,8.60495,985.653,1560.0,11.5906,526.243,5955.3,4.06,1.67,0
2460534.067,3.801591,2.752,18950.0,14.4297,395.697,1242.0,12.8746,565.519,6051.0,4.48,1.01,0
2459987.207,1.1203828,1.665,1901.0,5.96207,4388.96,2267.0,10.2761,294.281,6564.4,4.26,1.47,0
2459256.847,4.5063838,2.0392007,12522.96137,5.5521734,17.943561,524.924579,13.3462,115.369,3477.0,4.74303,0.493576,1
2459737.0,6.5440665,3.777,6060.0,14.1513,318.224,1176.0,11.9742,560.901,6232.0,4.03,1.76,1
2459328.033,5.547485,5.412,3350.0,11.48,3368.08,2122.0,10.4748,521.829,7397.0,4.1,2.04,0
2459001.0,48.5340395,6.661,62170.0,26.827,0.0730269,144.0,10.1374,158.493,5937.0,4.44855,1.03,0
