pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,is_exoplanet
2459989.636,1.6363822,5.2796046,2383.869039,10.6745489,4767.186873,2119.265136,12.5246,762.471,6361.0,4.09,1.6787,0
2459988.48,1.3328042,2.75,1960.0,7.33432,5718.54,2422.0,12.5961,923.797,6561.0,4.12,1.67,0
2459457.974,7.327945,2.896,13710.0,9.49027,39.3409,697.0,11.3875,127.589,4521.0,4.5,0.79,1
2459332.081,2.0391741,0.849,5740.0,,131.518,943.0,12.5964,440.02,5371.5,,,0
2459090.144,3.3969441,2.4148687,10192.13116,14.4039682,840.3890897,1373.219149,12.141,488.387,5864.0,4.26,1.27071,1
2460014.553,1.9905105,2.62,2270.0,5.94241,8376.54,2665.0,10.6758,206.3,6211.0,4.46,1.07,0
2458593.753,1.3550447,1.945,3710.0,,67280.3,4486.0,12.3935,1001.96,14466.0,,,0
2459991.661,4.4433921,3.414,6480.0,12.1784,4015.1,2217.0,12.5449,654.773,7664.0,4.51,1.23,0
2459301.7,3.2517862,4.373,18310.0,13.6873,2483.34,1966.0,13.0742,512.984,5824.0,4.53,0.92,0
2459331.528,2.3505698,2.768,11210.0,12.9823,703.632,1434.0,11.9383,,5356.0,,1.22,1
2459302.719,3.6015056,3.024,13630.0,12.3972,556.616,1353.0,12.7533,527.789,6055.0,4.46,1.03,1
2459963.202,1.6709011,2.2820392,1210.557475,5.3730452,3484.153938,1959.494656,10.8521,327.463,7051.0,4.42,1.2684,0
2459302.434,5.1627718,3.139,19050.0,15.0573,437.179,1273.0,12.9093,645.965,6749.0,4.53,1.08,0
2458354.43,2.75753,1.376,1071.45,6.99891,197.323,1044.0,10.8387,397.391,5776.5,2.99,1.94,0
2459302.297,2.090218,3.329,8180.0,19.2766,3795.71,2186.0,13.0698,1142.68,6328.0,,2.08,0
2459303.81,3.2891219,2.948,8100.0,15.1457,2357.82,1941.0,12.4564,668.659,6947.0,4.19,1.64,0
2459329.677,2.0958074,2.992,2350.0,7.63843,4081.38,2226.0,12.3487,768.845,6793.0,4.2,1.6,0
2459328.098,3.9678136,4.238,760.0,2.81756,1275.1,1664.0,11.2123,263.513,6138.0,4.48,1.03,0
2459323.34,6.5832019,3.135,5280.0,7.13313,168.677,1003.0,12.7818,461.758,5809.0,4.48,0.97,0
2459359.903,3.9014904,4.83,9050.0,16.2567,865.697,1511.0,11.4848,389.916,5512.0,3.97,1.69,1
2459468.533,3.5608112,3.389,4890.0,10.4972,621.482,1390.0,12.0213,486.474,5659.0,4.1,1.47,1
2458623.662,0.3859142,1.189,5590.0,7.76491,13435.8,2999.0,13.4748,786.783,6721.0,4.55,1.05,0
2458356.286,2.24172,3.989,23700.0,28.4732,2815.2,2029.0,12.5145,964.641,6292.0,3.98,1.88,0
2459315.913,13.2681095,3.554,2140.0,11.9718,91.8511,862.0,11.5088,737.306,6364.0,3.75,2.48,0
2459359.447,1.3168344,0.733,3640.0,,184.682,1027.0,12.4092,459.056,5211.7,,,0
2460015.013,1.3934565,2.809,2530.0,,544.526,1345.0,11.2012,,3301.0,,,0
2459089.501,4.6027498,4.2702334,7456.703776,11.7236575,639.4922705,1282.562609,11.7607,436.098,5909.0,4.21,1.3408999,1
2460014.804,0.5465391,1.6114979,3122.158429,9.5365498,18187.33144,2961.842734,13.5552,1298.66,6091.0,4.05,1.66057,0
2459331.967,1.2669382,1.93,2580.0,7.13535,2579.61,1985.0,11.8706,485.219,6296.0,4.26,1.36,1
2459332.242,1.9268037,1.4,2260.0,3.42735,131.648,943.0,11.7662,113.048,4249.0,4.59,0.68,1
2459327.096,4.5300175,5.331,35800.0,,4849.38,2324.0,12.1229,1938.67,9046.0,,,0
2459327.889,2.8831285,3.53,26290.0,28.6734,523.57,1332.0,12.483,,,,1.77,0
2459331.224,0.7428708,1.112,4970.0,7.86186,1797.04,1813.0,13.0326,572.747,5635.9,4.35,1.11,0
2459356.523,6.1836286,2.573,9990.0,13.3233,195.93,1042.0,12.123,520.156,6504.0,4.34,1.29,0
2458354.543,3.2615,2.233,1652.28,5.07097,403.299,1248.0,11.3018,304.942,5963.0,3.41,1.13,0
2458650.906,3.5506084,2.706,16040.0,14.4767,230.045,1084.0,12.2077,280.355,5083.0,4.26,1.13,0
2459109.392,3.55562,1.838,2610.0,11.1675,691.805,1428.0,12.4245,551.619,5671.0,4.19,1.34,0
2460014.805,1.1216021,1.6434889,3599.106629,,2238.227706,1754.267495,11.2789,,3294.0,,,0
2458623.343,1.7765395,1.258,14020.0,16.6,926.709,1537.0,12.5348,629.894,6394.0,4.33,1.28,0
2460041.593,1.1960086,2.35,11770.0,15.4837,7334.0,2578.0,13.2785,1156.97,7108.0,4.26,1.55,0
2458617.032,3.5366743,2.697,13180.0,13.338,446.023,1280.0,12.298,455.304,5971.0,4.37,1.14,0
2458622.189,1.84996,2.954,9350.0,13.3315,2772.81,2021.0,13.6447,1049.88,6320.0,4.26,1.37,0
2458354.276,1.46503,1.145,3162.12,5.43222,601.367,1379.0,12.3574,379.256,5912.5,4.36,0.88,0
2459359.465,1.2361087,1.139,19760.0,8.82245,272.064,1131.0,13.364,,4313.2,,0.59,0
2458354.272,1.14057,2.188,5009.01,6.52263,13201.6,2986.0,12.8509,380.053,5349.5,4.44,0.84,0
2459356.241,2.6985136,4.856,13510.0,,457.995,1288.0,13.1235,7186.76,3922.8,,,0
2459383.967,3.2136333,1.875,7810.0,11.1273,362.609,1215.0,12.3297,522.663,6189.4,4.32,1.25,0
2459329.334,3.3704313,4.608,5610.0,13.6938,1466.04,1723.0,12.885,942.122,5765.0,3.92,1.85,1
2459350.857,7.4316274,3.868,13740.0,,25.9699,628.0,13.2566,3327.99,3505.0,,,0
2459359.599,0.8970184,2.434,12070.0,,,,13.3733,2275.78,,,,0
2459355.554,2.5926199,1.269,78210.0,11.0137,13.8883,537.0,13.2486,72.811,3375.0,4.85,0.37,1
2459356.489,2.9098435,1.928,9480.0,13.2842,378.481,1228.0,12.9841,717.079,5955.0,4.24,1.31,0
2458619.606,4.3622356,2.645,18670.0,11.0608,89.5299,856.0,13.2041,277.718,4486.0,4.5,0.78,0
2459356.442,2.5336422,2.865,13290.0,29.183,3022.37,2065.0,13.2608,761.766,6038.0,4.22,1.36,0
2460014.963,0.8831279,1.651686,2068.067488,4.3749094,1586.210008,1609.570193,12.4923,300.141,5151.4,4.51,0.86,1
2459090.797,5.7042858,4.061264,940.986289,5.0247868,576.8749367,1249.942881,10.6929,284.388,5560.5,4.01,1.61148,1
2459059.767,3.910946,3.28,5210.0,10.6878,497.733,1315.0,11.3612,369.444,5642.0,4.07,1.54,0
2459387.096,3.8780401,2.757,5030.0,8.5758,602.229,1380.0,12.3483,403.582,5617.0,4.31,1.15,0
2459141.055,2.4843369,1.154,4450.0,8.59746,160.141,991.0,13.0261,939.136,5608.0,3.94,1.76,0
2459383.59,4.8435717,2.561,6120.0,15.3767,693.687,1429.0,13.1052,521.922,5552.0,4.42,1.01,0
2459384.957,2.128423,2.872,11080.0,,674.806,1419.0,12.6827,8341.8,3689.6,,,0
2458681.713,0.5438807,0.78,3390.0,6.46581,1246.75,1655.0,13.5252,557.804,5259.0,4.41,0.98,0
2459062.447,0.77685,1.43,830.0,3.28324,4180.32,2240.0,11.5273,222.852,5190.0,4.42,0.96,1
2458681.489,3.6525305,4.153,9770.0,14.7302,967.919,1553.0,10.6651,285.895,5930.0,4.14,1.47,1
2459386.358,3.0223957,3.272,14800.0,11.507,791.733,1477.0,12.7316,234.721,4653.0,4.56,0.75,0
2459383.76,2.0180196,1.967,15190.0,12.168,520.136,1330.0,11.3208,217.193,5544.0,4.47,0.96,1
2459384.151,3.1785277,5.974,20330.0,,788.118,1476.0,12.7825,6634.95,3540.7,,,0
2458680.476,2.3651663,2.462,15360.0,19.4747,851.541,1504.0,13.4411,991.209,5805.0,4.1,1.51,0
2459251.479,3.0591641,4.25,2110.0,7.01214,2296.74,1928.0,12.0536,491.072,4999.4,,1.59,0
2458354.866,1.26092,2.718,4825.94,8.46782,5014.81,2344.0,12.3571,472.613,5875.0,4.36,1.11,0
2460174.15,4.6658007,2.609,565.0,2.17821,216.429,1068.0,8.7843,78.7577,6365.0,4.54516,1.02,1
2459229.684,2.6535777,2.1014914,1446.27536,6.685956,4941.352343,2138.361887,11.0285,607.29,8037.0,4.26402,1.70185,0
2459296.556,8.8088443,4.411,3550.0,10.7596,2579.38,1985.0,10.5387,454.844,8072.0,4.37,1.58,0
2460108.109,17.7082945,3.449,2341.0,11.7171,100.109,881.0,9.9524,600.497,7859.0,4.12,2.8,0
2460031.241,18.0953159,2.627,3176.0,12.0619,37.2117,688.0,10.3823,366.987,6509.8,3.99,1.8,1
2459990.16,5.8769438,4.5933803,7168.784926,12.3925008,511.3176191,1212.809078,10.8137,277.899,5805.0,4.13,1.4484,1
2459278.825,3.5463582,4.168,6020.0,,922.838,1535.0,12.7345,815.313,5453.0,,,0
2458360.617,6.87168,3.16,39248.4,28.967,380.128,1230.0,12.0235,292.682,5446.0,4.43,1.33,0
2459273.405,11.0701242,4.097,11750.0,,,,13.1038,1521.09,,,,0
2459279.832,1.2368321,2.144,1930.0,7.3968,3451.44,2135.0,12.6206,735.596,6117.0,4.1,1.59,0
2459278.383,0.5241284,1.017,2400.0,16.7968,16094.6,3137.0,12.5004,810.822,5860.0,3.88,1.95,0
2459250.615,1.6117444,1.524,3120.0,6.63491,847.062,1502.0,12.1038,446.453,6056.0,4.38,1.14,0
2459108.861,5.36777,4.271,6650.0,14.2607,747.132,1456.0,11.3151,542.251,6561.0,4.1,1.72,1
2459252.697,3.3630421,2.776,20990.0,20.7277,509.118,1323.0,13.4704,1001.57,5982.0,4.17,1.42,0
2459274.969,2.2623261,3.048,2940.0,4.86815,1819.52,1819.0,12.4698,343.21,5786.0,4.56,0.89,0
2458541.414,0.845657,1.824,390.0,8.90314,2301.5,1929.0,10.9017,601.211,4969.9,,4.52,0
2459278.794,1.680148,1.217,1420.0,9.76407,575.779,1364.0,10.9144,527.277,5750.5,3.81,2.35,0
2458354.573,6.73069,3.503,14721.7,22.1494,457.721,1288.0,12.0885,650.653,6048.2,4.28,1.66,0
2459278.729,1.1104301,1.604,4870.0,,,,13.494,,,,,0
2458540.492,2.642447,4.373,4700.0,,11564.4,2889.0,13.509,2056.31,8779.8,,,0
2459250.856,3.4714171,3.006,3580.0,,,,12.6532,5066.53,,,,0
2459249.62,15.8346011,4.676,18000.0,16.7304,116.829,915.0,13.3008,665.382,5713.1,4.37,1.09,0
2458362.572,10.45776,3.148,8773.24,,65.5508,792.0,12.8691,508.84,5800.0,4.38,,0
2458540.862,1.5971426,3.316,2150.0,7.98964,4957.19,2337.0,12.6746,950.218,6263.0,4.03,1.77,0
2459964.344,3.7788779,3.1290228,17654.07313,13.9739571,466.0843733,1185.047846,12.239,397.313,5817.7,4.43,1.02896,1
2459248.479,2.5313424,2.246,5830.0,,4500.49,2281.0,12.6067,4030.62,9598.5,,,0
2459279.471,0.6691882,1.347,2850.0,9.96751,7244.35,2570.0,12.5772,994.33,6623.0,4.09,1.76,0
2459260.036,11.8885643,2.567,35450.0,19.2143,18.8935,580.0,13.3872,282.594,4427.0,4.52,0.75,0
2459277.091,1.3955317,2.62,960.0,10.461,3163.13,2089.0,10.9602,566.014,4957.2,3.34,3.29,0
2458650.326,1.7167587,2.044,13620.0,,215.049,1066.0,12.052,7170.63,3917.3,,,0
2458651.974,1.862908,4.562,3420.0,13.9775,20675.8,3340.0,12.8482,527.819,5626.0,4.15,1.39,0
2458652.437,0.7799194,1.543,1920.0,9.09676,2609.72,1991.0,12.8492,715.534,5473.0,3.8,2.04,0
2458647.686,3.3789946,3.332,11150.0,8.56973,333.667,1190.0,13.5709,388.495,4809.0,4.51,0.82,0
2458651.449,1.5810556,2.437,33340.0,13.941,1668.68,1780.0,13.5159,409.504,5985.0,4.72,0.76,0
2459359.547,0.9714298,1.251,1650.0,8.81333,2557.87,1981.0,10.7989,492.34,6495.0,3.89,2.18,0
2459107.753,2.6520851,3.56,10880.0,,,,10.179,216.661,6054.0,4.29,,0
2459310.817,4.218076,3.5060865,7882.070121,10.0080468,382.7103105,1128.073222,11.4007,403.591,5780.0,4.438,1.0,1
2459771.875,2.1570462,2.3436622,17928.36728,14.5949243,1041.32495,1448.82629,11.6006,299.999,5863.0,4.42,1.04535,0
2458708.664,1.7561019,2.858,11010.0,8.43478,1012.39,1571.0,13.3911,378.906,4896.0,4.52,0.81,0
2458707.692,1.2997811,2.35,7140.0,13.6803,3036.53,2068.0,12.4162,535.034,6053.0,4.08,1.61,0
2459091.364,3.4654953,4.1612558,5884.190557,14.2776184,1373.532406,1552.671127,12.0719,602.236,5570.3,3.93,1.77738,1
2458708.892,1.7113115,1.562,9840.0,,1522.7,1740.0,11.8744,611.126,6845.2,,,0
2458731.299,3.3418892,2.084,24860.0,13.4003,123.578,928.0,13.4979,380.532,4874.0,4.53,0.8,0
2458731.568,0.8912218,1.846,9160.0,15.1782,4445.59,2274.0,12.8424,891.899,6245.0,4.12,1.59,0
2458733.088,1.5380702,2.226,8770.0,18.9812,1996.94,1862.0,13.3403,1277.4,6125.0,3.87,2.06,0
2460340.792,1.9740614,2.1627229,19601.28296,,1053.275131,1452.928526,13.134,,3633.7,,,0
2459421.607,3.2346944,3.5710893,10156.56139,13.3160023,843.7111506,1374.574227,12.6877,587.039,5613.0,4.2,1.3147399,1
2458732.821,1.8532983,1.197,10790.0,,480.295,1304.0,12.5299,777.748,6292.8,,,0
2459440.871,5.6133922,1.424,15850.0,15.2695,91.3894,861.0,12.6275,449.327,5848.0,4.41,1.07,0
2459826.736,3.1198404,1.7646723,8016.800953,12.1758,728.1777183,1324.887785,10.9541,,6011.2,,1.13476,1
2459444.952,2.5313956,3.128,9640.0,23.2858,3659.88,2166.0,13.3888,721.677,5854.0,4.36,1.13,0
2459813.404,4.2021893,2.742,9310.0,14.1363,523.564,1332.0,11.7211,503.905,6702.0,4.29,1.42,0
2458733.08,0.3093954,0.442,7680.0,15.7244,1703.73,1789.0,13.0744,287.244,4769.0,4.59,0.73,0
2459770.36,1.8639309,3.297,3640.0,14.7339,19428.3,3289.0,12.5769,769.611,6527.4,4.18,1.57,0
2458733.141,0.476873,1.135,1930.0,16.2032,5402.97,2388.0,11.857,447.387,5877.0,,3.57,0
2459771.049,4.1273472,2.74,18840.0,20.1447,1041.76,1582.0,12.8903,1067.6,7795.0,4.39,1.44,0
2458732.454,1.3298469,3.007,2190.0,6.98364,32313.0,3735.0,11.9635,289.309,5791.1,4.69,0.81,0
2459800.507,17.8552322,7.525823,8831.671174,14.5976753,183.2136427,938.3377787,10.931,399.398,6779.2,4.25,1.49114,1
2458727.428,4.3170598,2.879,10240.0,12.9424,361.994,1215.0,11.9683,440.708,6017.0,4.29,1.25,0
2459446.4,1.764534,2.187,27120.0,23.84,3379.0,2124.0,13.33,845.721,6479.0,4.4,1.2,0
2459799.383,4.4178042,2.5881434,6790.168206,6.4020317,130.1481354,861.4483375,12.0729,197.906,4864.0,4.55,0.785799,1
2459088.39,0.9399664,1.122492,587.9364245,6.6149456,22464.7892,3122.448877,10.3987,480.322,6300.3,3.72,2.5465,0
2458761.603,2.7568649,2.312,18380.0,,,,13.0852,425.989,,,,0
2459847.673,5.2667367,2.788,2910.0,8.71675,248.814,1106.0,11.3209,420.999,5938.0,4.06,1.6,1
2459851.521,1.3176767,1.692,530.0,4.16809,3463.78,2137.0,10.9683,460.849,7176.0,4.16,1.73,0
2458762.172,3.310636,3.9,590.0,,126.954,935.0,10.9511,4982.73,3245.0,,,0
2458762.231,3.121339,4.331,26300.0,9.21314,235.634,1091.0,13.2966,153.214,3858.0,4.69,0.56,0
2458757.571,3.0373017,4.664,6290.0,,3202.79,2095.0,12.9875,,4903.0,,,0
2459854.762,1.805376,2.0790249,21680.3725,12.0157766,535.3422852,1226.81093,12.8416,329.036,5090.0,4.54,0.820538,1
2459853.969,4.0088245,2.7370959,21483.74622,11.5444262,165.190061,914.3568608,11.9475,202.078,5007.0,4.56,0.795696,1
2459104.872,8.0635,3.396,5180.0,24.3071,621.088,1390.0,12.2524,646.707,5657.0,3.97,1.71,0
2458787.359,2.6816329,2.695,3100.0,13.2689,1859.62,1829.0,13.1802,1162.86,7047.0,3.89,2.34,0
2459853.829,1.7384809,2.6777485,3882.897422,12.9358521,3182.434108,1915.621068,12.3512,640.122,5540.0,3.95,1.72093,0
2459854.418,1.4822451,1.595,21920.0,14.0641,442.993,1278.0,12.883,360.313,5115.0,4.45,0.91,1
2458785.27,2.9708603,3.122,4020.0,,,,11.171,,,,,0
2458779.819,5.6902814,2.344,21290.0,12.9495,121.736,925.0,12.0,,5400.1,,0.86,0
2458766.79,19.8875338,1.34,3020.0,13.605,17.0243,565.0,10.8154,318.244,5856.2,4.07,1.57,0
2458784.457,2.6342729,3.998,3190.0,,,,12.2546,272.628,,,,0
2459878.619,3.9365629,2.19,15461.0,8.09927,41.2897,706.0,12.7882,130.091,3689.0,4.64,0.61,1
2460611.887,1.9617969,2.7570171,14086.2146,13.2107214,1400.022566,1560.10385,13.0942,666.802,6026.0,4.41,1.09703,1
2458784.456,2.6340964,3.477,2250.0,4.1106,1091.48,1601.0,11.963,,5163.2,,0.83,0
2459878.349,5.0859432,2.57,7091.0,13.8966,756.586,,11.224,364.172,6360.4,,1.48,0
2459855.363,4.2186625,3.2580998,18527.65252,13.6976778,311.7091966,1071.660327,12.7628,440.089,5425.9,4.41,1.0068901,1
2458813.486,1.5492212,2.287,1420.0,6.80431,8634.8,2685.0,10.9469,635.734,8364.0,4.25,1.78,0
2459909.663,3.1004285,3.513,12784.0,,17168.8,3188.0,12.6532,,8951.0,,,0
2459906.848,2.3882776,3.102,12572.0,18.5453,2401.38,1950.0,13.4977,441.614,5097.0,4.5,0.87,0
2459907.513,3.5639862,2.135,2126.0,10.1033,737.328,1451.0,11.5917,774.636,6940.9,3.85,2.41,0
2459886.332,4.4085194,3.3016793,8977.03543,12.4986982,648.882601,1287.245202,11.4453,319.031,5961.2,4.25,1.2983299,1
2460202.579,4.7150255,3.302,4566.0,17.6148,1853.5,1827.0,9.74346,157.667,5756.9,3.9,1.2,0
2458810.75,2.4254068,3.323,1910.0,11.0715,7043.91,2552.0,11.2351,812.606,8290.0,3.95,2.51,0
2458814.425,3.6923071,1.139,14130.0,14.2002,375.352,1226.0,11.9814,369.583,8469.0,4.68,1.1,0
2459885.446,4.8542148,5.588206,7842.3158,18.9133256,2370.879413,1779.701293,10.5873,499.255,7259.3,4.03,2.0394399,0
2459110.922,1.38665,2.238,24680.0,15.5656,1237.91,1652.0,11.4996,233.586,5444.0,4.48,0.93,0
2459886.285,4.6401269,3.0320144,9954.909884,10.2407443,243.0337156,1007.016024,11.7524,255.206,5191.0,4.37,1.00936,1
2459518.691,3.105654,1.999,12400.0,17.6225,643.523,1403.0,13.3483,887.137,6241.0,4.2,1.44,0
2459883.864,3.246208,3.4201513,9405.991045,13.2996429,1107.847221,1471.430378,11.8433,396.378,6088.0,4.24,1.34548,1
2459888.212,9.0881638,3.402,24660.0,12.8974,57.0645,765.0,11.419,176.436,5211.0,4.58,0.8,1
2460286.171,1.9025032,1.6652986,10717.89318,11.3732439,959.0316129,1419.312346,12.3824,338.84,5464.2,4.4,1.02592,1
2459911.47,2.1547472,1.6582238,49552.18234,11.6102486,53.5321999,689.8799484,13.1751,112.71,3538.0,4.73,0.50843,1
2460287.858,4.7262208,3.2344044,9512.916562,12.4034204,454.4461913,1177.579852,13.135,587.219,5947.0,4.36,1.1428699,0
2459545.961,6.5019596,3.078,7130.0,,9344.79,2739.0,11.1843,1686.41,13253.0,,,0
2458355.679,1.632,1.466,5500.0,9.24379,806.657,1484.0,13.2889,741.257,5997.0,4.39,1.11,0
2460286.362,2.1263167,2.6213684,7318.456779,22.1075367,6216.449467,2264.672213,12.6396,881.379,6361.4,3.83,2.2823701,0
2458838.029,2.0449361,2.732,29540.0,21.3235,1476.47,1726.0,12.878,,6247.6,,1.22,0
2458835.623,8.9279009,3.278,49560.0,15.0384,17.5959,570.0,12.8814,166.818,3916.0,4.59,0.67,0
2458839.923,1.8012697,3.182,1800.0,3.19942,1024.77,1576.0,11.7603,145.759,4570.0,4.54,0.75,0
2459521.513,3.6502527,2.506,9000.0,21.323,1462.84,1722.0,12.4332,884.571,6630.3,4.0,1.95,0
2460291.216,5.5455798,3.1170996,8040.283267,10.3353813,238.4089829,1002.190781,12.079,322.356,5354.0,4.34,1.07607,1
2459911.667,3.4391954,1.6681096,32914.40874,12.4377309,58.4322157,705.1521561,13.1858,181.139,3902.0,4.62,0.637223,1
2458838.18,1.6882863,2.636,5190.0,,,,12.816,420.132,,,,0
2458326.051,1.55028,1.571,23529.8,14.723,1769.75,1806.0,11.9969,244.271,5039.5,,0.87,0
2458356.501,3.10926,2.506,5448.84,9.58224,532.263,1338.0,13.105,629.792,5894.0,4.32,1.18,0
2459603.239,3.2583798,2.196,4800.0,6.27906,197.102,1043.0,12.3794,270.518,4992.1,4.44,0.9,0
2459604.773,4.6747218,1.61,8200.0,4.73219,11.5347,513.0,12.4963,79.7634,3502.0,4.74,0.5,1
2458355.626,0.91677,1.337,276.272,3.12766,4151.31,2236.0,9.9124,231.803,5825.0,4.04,1.71,0
2458846.993,13.247777,3.301,13420.0,11.7716,74.203,817.0,11.2119,188.294,5373.8,4.51,0.89,0
2459604.715,2.2019606,4.326,960.0,3.97533,4911.26,2332.0,12.4091,645.718,6269.0,4.26,1.35,0
2458865.943,2.8300213,1.646,3790.0,6.47417,462.811,1292.0,12.2361,439.841,6205.0,4.51,1.01,0
2458849.115,14.9857436,5.8,9980.0,9.39924,155.741,984.0,11.6387,216.16,5279.0,4.52,0.86,0
2459605.775,8.2064867,2.9678542,29281.22596,14.6693181,77.9725277,757.8882131,12.7085,328.06,5236.1,4.55,0.824569,0
2459937.079,2.8989758,1.307,3680.0,10.0928,401.9,1247.0,11.5817,421.745,5908.0,4.13,1.47,1
2459549.76,3.6754815,2.3005775,9843.133012,22.3487036,1252.577345,1517.298008,12.2337,595.137,6305.0,4.18,1.4902101,0
2458356.071,4.89577,2.478,360.0,3.30734,240.778,1097.0,7.1995,75.5476,5883.0,,1.77,0
2459501.093,1.0590994,0.9853402,5155.297311,10.6616565,18843.61905,2988.20803,13.286,1696.26,9332.0,4.5,1.42848,0
2459502.745,3.244299,2.6887498,5692.004831,12.9273057,1427.798956,1567.785035,11.9824,558.141,5999.0,4.1,1.5585901,1
2458354.592,0.4568,0.548,3428.7,6.64264,1132.97,1616.0,12.7226,506.62,5777.0,4.35,1.03,0
2459580.851,2.3378945,2.5247352,4971.187139,8.31293,1340.500483,1543.250738,13.041,896.974,6666.8,,1.33,0
2459629.957,7.1404043,1.719,8300.0,10.5731,53.052,751.0,13.2971,715.593,5886.6,4.38,1.11,0
2458897.512,2.91463,2.977,9960.0,9.96391,588.827,,12.033,335.744,5484.8,,0.99,0
2459367.92,10.9803025,1.659,2390.0,7.58741,73.7576,,10.2401,204.207,5951.0,,1.27,0
2459613.38,11.8886495,4.803,7800.0,11.0233,138.065,954.0,11.366,311.705,5773.9,4.28,1.21,1
2458357.584,9.30734,4.683,42774.4,30.7623,304.138,1163.0,13.5281,958.366,5819.0,4.34,1.35,0
2458883.545,19.5112506,3.896,4080.0,,,,11.4794,345.366,,,,0
2459632.687,2.1461672,1.942,14110.0,16.91,663.959,1414.0,12.7553,749.892,6046.0,4.19,1.41,0
2459632.943,1.540776,1.705,27310.0,13.3674,210.669,1061.0,12.9178,213.771,4234.0,4.49,0.77,1
2460192.473,0.6680065,0.835,550.0,15.4569,7749.15,2613.0,9.0567,262.782,5159.0,,3.77,0
2458904.351,7.6605425,4.425,5210.0,,,,13.0949,673.984,,,,0
2459167.712,4.155,2.807,4900.0,11.0678,534.715,1339.0,9.65521,218.294,6270.0,4.14,1.57,0
2458413.143,2.9036816,5.0469369,4642.274915,14.913823,3384.609688,1945.346186,10.1638,362.715,6059.0,3.92334,2.14325,1
2459443.719,7.0080817,3.179,14900.0,13.1807,189.492,1033.0,11.1693,295.431,6307.0,4.48,1.06,0
2459656.5,4.5445569,1.462,30740.0,5.7177,5.65747,429.0,12.9113,43.1448,3192.0,4.92,0.3,1
2458923.581,2.5227786,2.177,18880.0,10.9418,344.846,1200.0,12.293,,5268.7,,0.78,0
2458330.371,13.45913,3.428,2579.32,7.68909,897.182,1524.0,8.2606,104.344,6457.7,4.43,1.38,0
2459634.771,0.6203033,1.031,1390.0,7.82821,10295.4,2806.0,11.9245,695.137,6294.0,4.03,1.78,0
2459657.955,4.3345378,3.336,10000.0,14.3572,546.903,1347.0,11.323,417.365,6314.8,4.21,1.43,1
2459138.723,1.470258,1.126,2700.0,12.2412,884.686,1519.0,9.89377,167.306,6321.46,4.1984,1.08,0
2459169.669,1.9550932,1.78762,19634.99087,13.1406834,690.3398082,1307.330758,11.0529,184.848,5400.0,4.53926,0.873418,1
2459687.37,3.4936188,3.355,9730.0,14.2355,628.664,1394.0,11.8747,465.992,5779.5,4.15,1.42,1
2458946.965,6.7136512,3.541,11490.0,12.5036,244.013,1101.0,11.3366,332.565,6179.1,4.39,1.15,0
2458953.314,8.3289771,2.984,6010.0,,,,11.483,,,,,0
2459682.832,7.4332642,3.051,6000.0,10.213,184.322,1026.0,12.3342,604.591,6227.0,4.28,1.32,1
2458981.335,2.317939,1.676,13140.0,15.7376,719.636,1442.0,12.7509,490.701,5770.0,4.25,1.25,0
2458935.79,23.2556119,7.878,35720.0,14.4434,51.103,744.0,12.5638,222.95,4742.0,4.6,0.73,0
2458980.247,2.0474832,3.159,6790.0,14.3474,12096.5,2921.0,13.4802,620.264,6791.0,4.57,1.04,0
2458979.234,3.0330919,4.043,1280.0,7.40327,4283.51,2253.0,12.1474,773.332,7471.0,4.01,2.14,0
2458411.669,2.49221,1.605,1480.0,1.71311,43.3259,714.0,11.2003,37.8932,3450.0,4.78,0.45,0
2458979.96,2.8778095,2.824,4830.0,7.35828,1005.2,1568.0,13.2875,617.366,6131.0,4.46,1.05,0
2458978.435,2.1176601,3.591,2000.0,5.16544,12280.2,2932.0,12.5455,359.83,5814.0,4.56,0.89,0
2459850.657,1.5891628,1.576,3550.0,12.5934,1679.03,1783.0,13.2445,928.965,6227.0,3.91,2.0,0
2459120.538,5.9739124,3.1235464,232.5621027,2.3917735,488.0089226,1198.744673,5.9053,31.964,6308.31,4.438,1.2845,1
2459169.271,3.58529,2.495,180.0,1.77141,646.628,1404.0,5.9053,31.964,6308.31,4.438,1.28,1
2459117.261,11.2304605,3.6009978,208.629137,2.0754665,210.3340005,971.2859803,5.9053,31.964,6308.31,4.438,1.2845,1
2458979.203,1.8011961,3.23,2280.0,9.1446,8355.02,2663.0,12.8114,1153.23,7588.0,4.09,1.99,0
2459168.725,1.5464949,1.101,930.0,3.7295,438.793,1275.0,10.231,167.009,5973.5,3.89,1.14,0
2458973.712,9.4258906,2.406,4450.0,9.65497,76.541,824.0,11.8993,135.0,4507.0,4.64,0.67,0
2458978.134,6.6080989,3.928,6740.0,12.1125,298.497,1157.0,11.8136,516.087,5993.0,4.12,1.5,1
2458979.93,2.041659,3.521,3230.0,8.90978,5195.14,2365.0,12.9447,871.833,6806.0,4.22,1.56,0
2459168.521,1.3600283,2.1652751,19427.69447,13.0911813,1343.156827,1544.014699,9.62713,105.166,5500.0,4.48298,0.933975,1
2458981.5,2.2437501,3.821,2880.0,10.0826,5651.55,2415.0,12.9165,1172.52,7209.0,4.06,1.96,0
2458975.507,3.8961515,1.742,8620.0,8.40446,152.54,979.0,11.208,,5477.2,,0.87,0
